Primary_key,Currency,Rate,Base,Date,Timestamp
SEK2024060310,SEK,10.526,USD,2024-06-03,1717408800
SGD2024060310,SGD,1.351371,USD,2024-06-03,1717408800
SHP2024060310,SHP,0.787106,USD,2024-06-03,1717408800
SLL2024060310,SLL,20969.5,USD,2024-06-03,1717408800
SOS2024060310,SOS,571.165838,USD,2024-06-03,1717408800
SRD2024060310,SRD,31.9385,USD,2024-06-03,1717408800
SSP2024060310,SSP,130.26,USD,2024-06-03,1717408800
STD2024060310,STD,22281.8,USD,2024-06-03,1717408800
STN2024060310,STN,22.562969,USD,2024-06-03,1717408800
SVC2024060310,SVC,8.744669,USD,2024-06-03,1717408800
SYP2024060310,SYP,2512.53,USD,2024-06-03,1717408800
SZL2024060310,SZL,18.739493,USD,2024-06-03,1717408800
THB2024060310,THB,36.865,USD,2024-06-03,1717408800
TJS2024060310,TJS,10.718174,USD,2024-06-03,1717408800
TMT2024060310,TMT,3.5,USD,2024-06-03,1717408800
TND2024060310,TND,3.10875,USD,2024-06-03,1717408800
TOP2024060310,TOP,2.361474,USD,2024-06-03,1717408800
TRY2024060310,TRY,32.2046,USD,2024-06-03,1717408800
TTD2024060310,TTD,6.781862,USD,2024-06-03,1717408800
TWD2024060310,TWD,32.383799,USD,2024-06-03,1717408800
TZS2024060310,TZS,2605.0,USD,2024-06-03,1717408800
UAH2024060310,UAH,40.529626,USD,2024-06-03,1717408800
UGX2024060310,UGX,3805.93011,USD,2024-06-03,1717408800
USD2024060310,USD,1.0,USD,2024-06-03,1717408800
UYU2024060310,UYU,38.728685,USD,2024-06-03,1717408800
UZS2024060310,UZS,12611.335386,USD,2024-06-03,1717408800
VES2024060310,VES,36.491554,USD,2024-06-03,1717408800
VND2024060310,VND,25438.821285,USD,2024-06-03,1717408800
VUV2024060310,VUV,118.722,USD,2024-06-03,1717408800
WST2024060310,WST,2.8,USD,2024-06-03,1717408800
XAF2024060310,XAF,605.410009,USD,2024-06-03,1717408800
XAG2024060310,XAG,0.03301692,USD,2024-06-03,1717408800
XAU2024060310,XAU,0.00042957,USD,2024-06-03,1717408800
XCD2024060310,XCD,2.70255,USD,2024-06-03,1717408800
XDR2024060310,XDR,0.755198,USD,2024-06-03,1717408800
XOF2024060310,XOF,605.410009,USD,2024-06-03,1717408800
XPD2024060310,XPD,0.00110768,USD,2024-06-03,1717408800
XPF2024060310,XPF,110.13623,USD,2024-06-03,1717408800
XPT2024060310,XPT,0.00097541,USD,2024-06-03,1717408800
YER2024060310,YER,250.400036,USD,2024-06-03,1717408800
ZAR2024060310,ZAR,18.709975,USD,2024-06-03,1717408800
ZMW2024060310,ZMW,25.758288,USD,2024-06-03,1717408800
ZWL2024060310,ZWL,322.0,USD,2024-06-03,1717408800
