Primary_key,Currency,Rate,Base,Date,Timestamp
MWK2024060311,MWK,1731.731642,USD,2024-06-03,1717412400
MXN2024060311,MXN,17.596752,USD,2024-06-03,1717412400
MYR2024060311,MYR,4.707,USD,2024-06-03,1717412400
MZN2024060311,MZN,63.850001,USD,2024-06-03,1717412400
NAD2024060311,NAD,18.732236,USD,2024-06-03,1717412400
NGN2024060311,NGN,1485.0,USD,2024-06-03,1717412400
NIO2024060311,NIO,36.788342,USD,2024-06-03,1717412400
NOK2024060311,NOK,10.512646,USD,2024-06-03,1717412400
NPR2024060311,NPR,133.469047,USD,2024-06-03,1717412400
NZD2024060311,NZD,1.626863,USD,2024-06-03,1717412400
OMR2024060311,OMR,0.384971,USD,2024-06-03,1717412400
PAB2024060311,PAB,1.0,USD,2024-06-03,1717412400
PEN2024060311,PEN,3.748619,USD,2024-06-03,1717412400
PGK2024060311,PGK,3.834784,USD,2024-06-03,1717412400
PHP2024060311,PHP,58.695504,USD,2024-06-03,1717412400
PKR2024060311,PKR,278.119279,USD,2024-06-03,1717412400
PLN2024060311,PLN,3.952645,USD,2024-06-03,1717412400
PYG2024060311,PYG,7533.660709,USD,2024-06-03,1717412400
QAR2024060311,QAR,3.646412,USD,2024-06-03,1717412400
RON2024060311,RON,4.5917,USD,2024-06-03,1717412400
RSD2024060311,RSD,108.059,USD,2024-06-03,1717412400
RUB2024060311,RUB,89.285714,USD,2024-06-03,1717412400
RWF2024060311,RWF,1297.626305,USD,2024-06-03,1717412400
SAR2024060311,SAR,3.750616,USD,2024-06-03,1717412400
SBD2024060311,SBD,8.489576,USD,2024-06-03,1717412400
SCR2024060311,SCR,13.604544,USD,2024-06-03,1717412400
SDG2024060311,SDG,601.0,USD,2024-06-03,1717412400
SEK2024060311,SEK,10.521285,USD,2024-06-03,1717412400
SGD2024060311,SGD,1.350504,USD,2024-06-03,1717412400
SHP2024060311,SHP,0.786595,USD,2024-06-03,1717412400
SLL2024060311,SLL,20969.5,USD,2024-06-03,1717412400
SOS2024060311,SOS,571.165838,USD,2024-06-03,1717412400
SRD2024060311,SRD,31.9385,USD,2024-06-03,1717412400
SSP2024060311,SSP,130.26,USD,2024-06-03,1717412400
STD2024060311,STD,22281.8,USD,2024-06-03,1717412400
STN2024060311,STN,22.562969,USD,2024-06-03,1717412400
SVC2024060311,SVC,8.744669,USD,2024-06-03,1717412400
SYP2024060311,SYP,2512.53,USD,2024-06-03,1717412400
SZL2024060311,SZL,18.739493,USD,2024-06-03,1717412400
THB2024060311,THB,36.825833,USD,2024-06-03,1717412400
TJS2024060311,TJS,10.718174,USD,2024-06-03,1717412400
TMT2024060311,TMT,3.5,USD,2024-06-03,1717412400
TND2024060311,TND,3.10875,USD,2024-06-03,1717412400
TOP2024060311,TOP,2.361474,USD,2024-06-03,1717412400
TRY2024060311,TRY,32.19887,USD,2024-06-03,1717412400
TTD2024060311,TTD,6.781862,USD,2024-06-03,1717412400
TWD2024060311,TWD,32.350503,USD,2024-06-03,1717412400
TZS2024060311,TZS,2605.0,USD,2024-06-03,1717412400
UAH2024060311,UAH,40.529626,USD,2024-06-03,1717412400
UGX2024060311,UGX,3805.93011,USD,2024-06-03,1717412400
USD2024060311,USD,1.0,USD,2024-06-03,1717412400
UYU2024060311,UYU,38.728685,USD,2024-06-03,1717412400
UZS2024060311,UZS,12611.335386,USD,2024-06-03,1717412400
VES2024060311,VES,36.491554,USD,2024-06-03,1717412400
VND2024060311,VND,25438.821285,USD,2024-06-03,1717412400
VUV2024060311,VUV,118.722,USD,2024-06-03,1717412400
