Primary_key,Currency,Rate,Base,Date,Timestamp,Rate_Checker
DKK2024060315,DKK,6.861754,USD,2024-06-03,1717426800,202406031568617
DOP2024060315,DOP,59.1113,USD,2024-06-03,1717426800,202406031559111
DZD2024060315,DZD,134.489,USD,2024-06-03,1717426800,202406031513448
EGP2024060315,EGP,47.142759,USD,2024-06-03,1717426800,202406031547142
ERN2024060315,ERN,15.0,USD,2024-06-03,1717426800,2024060315150
ETB2024060315,ETB,57.44298,USD,2024-06-03,1717426800,202406031557442
EUR2024060315,EUR,0.919965,USD,2024-06-03,1717426800,202406031509199
FJD2024060315,FJD,2.26045,USD,2024-06-03,1717426800,202406031522604
FKP2024060315,FKP,0.782973,USD,2024-06-03,1717426800,202406031507829
GBP2024060315,GBP,0.782973,USD,2024-06-03,1717426800,202406031507829
GEL2024060315,GEL,2.79,USD,2024-06-03,1717426800,2024060315279
GGP2024060315,GGP,0.782973,USD,2024-06-03,1717426800,202406031507829
GHS2024060315,GHS,14.815771,USD,2024-06-03,1717426800,202406031514815
GIP2024060315,GIP,0.782973,USD,2024-06-03,1717426800,202406031507829
GMD2024060315,GMD,67.775,USD,2024-06-03,1717426800,202406031567775
GNF2024060315,GNF,8597.374936,USD,2024-06-03,1717426800,202406031585973
GTQ2024060315,GTQ,7.763776,USD,2024-06-03,1717426800,202406031577637
GYD2024060315,GYD,209.196966,USD,2024-06-03,1717426800,202406031520919
HKD2024060315,HKD,7.8202,USD,2024-06-03,1717426800,202406031578202
HNL2024060315,HNL,24.691996,USD,2024-06-03,1717426800,202406031524691
HRK2024060315,HRK,6.929974,USD,2024-06-03,1717426800,202406031569299
HTG2024060315,HTG,132.719171,USD,2024-06-03,1717426800,202406031513271
HUF2024060315,HUF,359.90191,USD,2024-06-03,1717426800,202406031535990
IDR2024060315,IDR,16208.789967,USD,2024-06-03,1717426800,202406031516208
ILS2024060315,ILS,3.666837,USD,2024-06-03,1717426800,202406031536668
IMP2024060315,IMP,0.782973,USD,2024-06-03,1717426800,202406031507829
INR2024060315,INR,83.113512,USD,2024-06-03,1717426800,202406031583113
IQD2024060315,IQD,1308.194215,USD,2024-06-03,1717426800,202406031513081
IRR2024060315,IRR,42225.0,USD,2024-06-03,1717426800,202406031542225
ISK2024060315,ISK,137.54,USD,2024-06-03,1717426800,202406031513754
JEP2024060315,JEP,0.782973,USD,2024-06-03,1717426800,202406031507829
JMD2024060315,JMD,154.849165,USD,2024-06-03,1717426800,202406031515484
JOD2024060315,JOD,0.7089,USD,2024-06-03,1717426800,202406031507089
JPY2024060315,JPY,156.20114286,USD,2024-06-03,1717426800,202406031515620
KES2024060315,KES,130.5,USD,2024-06-03,1717426800,20240603151305
KGS2024060315,KGS,87.7,USD,2024-06-03,1717426800,2024060315877
KHR2024060315,KHR,4096.327052,USD,2024-06-03,1717426800,202406031540963
KMF2024060315,KMF,454.250319,USD,2024-06-03,1717426800,202406031545425
KPW2024060315,KPW,900.0,USD,2024-06-03,1717426800,20240603159000
KRW2024060315,KRW,1374.333435,USD,2024-06-03,1717426800,202406031513743
KWD2024060315,KWD,0.306536,USD,2024-06-03,1717426800,202406031503065
KYD2024060315,KYD,0.832818,USD,2024-06-03,1717426800,202406031508328
KZT2024060315,KZT,447.136257,USD,2024-06-03,1717426800,202406031544713
LAK2024060315,LAK,21481.131937,USD,2024-06-03,1717426800,202406031521481
LBP2024060315,LBP,89489.991264,USD,2024-06-03,1717426800,202406031589489
LKR2024060315,LKR,301.873431,USD,2024-06-03,1717426800,202406031530187
LRD2024060315,LRD,193.899976,USD,2024-06-03,1717426800,202406031519389
LSL2024060315,LSL,18.689967,USD,2024-06-03,1717426800,202406031518689
LYD2024060315,LYD,4.848719,USD,2024-06-03,1717426800,202406031548487
MAD2024060315,MAD,9.985753,USD,2024-06-03,1717426800,202406031599857
MDL2024060315,MDL,17.599529,USD,2024-06-03,1717426800,202406031517599
MGA2024060315,MGA,4460.577129,USD,2024-06-03,1717426800,202406031544605
MKD2024060315,MKD,56.782786,USD,2024-06-03,1717426800,202406031556782
MMK2024060315,MMK,2098.684565,USD,2024-06-03,1717426800,202406031520986
MNT2024060315,MNT,3450.0,USD,2024-06-03,1717426800,202406031534500
MOP2024060315,MOP,8.050001,USD,2024-06-03,1717426800,202406031580500
MRU2024060315,MRU,39.243821,USD,2024-06-03,1717426800,202406031539243
MUR2024060315,MUR,46.278286,USD,2024-06-03,1717426800,202406031546278
MVR2024060315,MVR,15.4,USD,2024-06-03,1717426800,2024060315154
MWK2024060315,MWK,1732.775593,USD,2024-06-03,1717426800,202406031517327
MXN2024060315,MXN,17.554421,USD,2024-06-03,1717426800,202406031517554
MYR2024060315,MYR,4.707,USD,2024-06-03,1717426800,20240603154707
MZN2024060315,MZN,63.850001,USD,2024-06-03,1717426800,202406031563850
NAD2024060315,NAD,18.689967,USD,2024-06-03,1717426800,202406031518689
NGN2024060315,NGN,1489.0,USD,2024-06-03,1717426800,202406031514890
NIO2024060315,NIO,36.785319,USD,2024-06-03,1717426800,202406031536785
NOK2024060315,NOK,10.477486,USD,2024-06-03,1717426800,202406031510477
NPR2024060315,NPR,132.933695,USD,2024-06-03,1717426800,202406031513293
NZD2024060315,NZD,1.618909,USD,2024-06-03,1717426800,202406031516189
OMR2024060315,OMR,0.38495,USD,2024-06-03,1717426800,202406031503849
PAB2024060315,PAB,1.0,USD,2024-06-03,1717426800,202406031510
PEN2024060315,PEN,3.723165,USD,2024-06-03,1717426800,202406031537231
PGK2024060315,PGK,3.888768,USD,2024-06-03,1717426800,202406031538887
PHP2024060315,PHP,58.704503,USD,2024-06-03,1717426800,202406031558704
PKR2024060315,PKR,278.724386,USD,2024-06-03,1717426800,202406031527872
PLN2024060315,PLN,3.939433,USD,2024-06-03,1717426800,202406031539394
PYG2024060315,PYG,7522.122768,USD,2024-06-03,1717426800,202406031575221
QAR2024060315,QAR,3.645225,USD,2024-06-03,1717426800,202406031536452
RON2024060315,RON,4.5774,USD,2024-06-03,1717426800,202406031545774
RSD2024060315,RSD,107.74,USD,2024-06-03,1717426800,202406031510774
RUB2024060315,RUB,89.445438,USD,2024-06-03,1717426800,202406031589445
RWF2024060315,RWF,1297.786598,USD,2024-06-03,1717426800,202406031512977
SAR2024060315,SAR,3.750661,USD,2024-06-03,1717426800,202406031537506
SBD2024060315,SBD,8.489576,USD,2024-06-03,1717426800,202406031584895
SCR2024060315,SCR,13.841705,USD,2024-06-03,1717426800,202406031513841
SDG2024060315,SDG,601.0,USD,2024-06-03,1717426800,20240603156010
SEK2024060315,SEK,10.428055,USD,2024-06-03,1717426800,202406031510428
SGD2024060315,SGD,1.347575,USD,2024-06-03,1717426800,202406031513475
SHP2024060315,SHP,0.782973,USD,2024-06-03,1717426800,202406031507829
SLL2024060315,SLL,20969.5,USD,2024-06-03,1717426800,202406031520969
SOS2024060315,SOS,571.104167,USD,2024-06-03,1717426800,202406031557110
SRD2024060315,SRD,32.2345,USD,2024-06-03,1717426800,202406031532234
SSP2024060315,SSP,130.26,USD,2024-06-03,1717426800,202406031513026
STD2024060315,STD,22281.8,USD,2024-06-03,1717426800,202406031522281
STN2024060315,STN,22.593243,USD,2024-06-03,1717426800,202406031522593
SVC2024060315,SVC,8.743966,USD,2024-06-03,1717426800,202406031587439
SYP2024060315,SYP,2512.53,USD,2024-06-03,1717426800,202406031525125
SZL2024060315,SZL,18.696225,USD,2024-06-03,1717426800,202406031518696
THB2024060315,THB,36.692667,USD,2024-06-03,1717426800,202406031536692
TJS2024060315,TJS,10.733365,USD,2024-06-03,1717426800,202406031510733
TMT2024060315,TMT,3.5,USD,2024-06-03,1717426800,202406031535
TND2024060315,TND,3.10875,USD,2024-06-03,1717426800,202406031531087
TOP2024060315,TOP,2.361474,USD,2024-06-03,1717426800,202406031523614
TRY2024060315,TRY,32.199662,USD,2024-06-03,1717426800,202406031532199
TTD2024060315,TTD,6.782615,USD,2024-06-03,1717426800,202406031567826
TWD2024060315,TWD,32.3215,USD,2024-06-03,1717426800,202406031532321
TZS2024060315,TZS,2600.0,USD,2024-06-03,1717426800,202406031526000
UAH2024060315,UAH,40.385557,USD,2024-06-03,1717426800,202406031540385
UGX2024060315,UGX,3814.103609,USD,2024-06-03,1717426800,202406031538141
USD2024060315,USD,1.0,USD,2024-06-03,1717426800,202406031510
UYU2024060315,UYU,38.781068,USD,2024-06-03,1717426800,202406031538781
UZS2024060315,UZS,12592.16117,USD,2024-06-03,1717426800,202406031512592
VES2024060315,VES,36.491554,USD,2024-06-03,1717426800,202406031536491
VND2024060315,VND,25438.821285,USD,2024-06-03,1717426800,202406031525438
VUV2024060315,VUV,118.722,USD,2024-06-03,1717426800,202406031511872
WST2024060315,WST,2.8,USD,2024-06-03,1717426800,202406031528
XAF2024060315,XAF,603.457601,USD,2024-06-03,1717426800,202406031560345
XAG2024060315,XAG,0.03289257,USD,2024-06-03,1717426800,202406031500328
XAU2024060315,XAU,0.00042702,USD,2024-06-03,1717426800,202406031500004
XCD2024060315,XCD,2.70255,USD,2024-06-03,1717426800,202406031527025
XDR2024060315,XDR,0.755079,USD,2024-06-03,1717426800,202406031507550
XOF2024060315,XOF,603.457601,USD,2024-06-03,1717426800,202406031560345
XPD2024060315,XPD,0.00108571,USD,2024-06-03,1717426800,202406031500010
XPF2024060315,XPF,109.781048,USD,2024-06-03,1717426800,202406031510978
XPT2024060315,XPT,0.00098212,USD,2024-06-03,1717426800,202406031500009
YER2024060315,YER,250.400036,USD,2024-06-03,1717426800,202406031525040
ZAR2024060315,ZAR,18.54155,USD,2024-06-03,1717426800,202406031518541
ZMW2024060315,ZMW,25.998949,USD,2024-06-03,1717426800,202406031525998
ZWL2024060315,ZWL,322.0,USD,2024-06-03,1717426800,20240603153220
