Primary_key,Currency,Rate,Base,Date,Timestamp
MOP2024060309,MOP,8.048412,USD,2024-06-03,1717405200
MRU2024060309,MRU,39.494142,USD,2024-06-03,1717405200
MUR2024060309,MUR,46.278186,USD,2024-06-03,1717405200
MVR2024060309,MVR,15.4,USD,2024-06-03,1717405200
MWK2024060309,MWK,1731.731642,USD,2024-06-03,1717405200
MXN2024060309,MXN,17.244265,USD,2024-06-03,1717405200
MYR2024060309,MYR,4.707,USD,2024-06-03,1717405200
MZN2024060309,MZN,63.850001,USD,2024-06-03,1717405200
NAD2024060309,NAD,18.732236,USD,2024-06-03,1717405200
NGN2024060309,NGN,1475.0,USD,2024-06-03,1717405200
NIO2024060309,NIO,36.788342,USD,2024-06-03,1717405200
NOK2024060309,NOK,10.493585,USD,2024-06-03,1717405200
NPR2024060309,NPR,133.469047,USD,2024-06-03,1717405200
NZD2024060309,NZD,1.628305,USD,2024-06-03,1717405200
OMR2024060309,OMR,0.384963,USD,2024-06-03,1717405200
PAB2024060309,PAB,1.0,USD,2024-06-03,1717405200
PEN2024060309,PEN,3.748619,USD,2024-06-03,1717405200
PGK2024060309,PGK,3.834784,USD,2024-06-03,1717405200
PHP2024060309,PHP,58.697495,USD,2024-06-03,1717405200
PKR2024060309,PKR,278.119279,USD,2024-06-03,1717405200
PLN2024060309,PLN,3.950352,USD,2024-06-03,1717405200
PYG2024060309,PYG,7533.660709,USD,2024-06-03,1717405200
QAR2024060309,QAR,3.646412,USD,2024-06-03,1717405200
RON2024060309,RON,4.5902,USD,2024-06-03,1717405200
RSD2024060309,RSD,108.028,USD,2024-06-03,1717405200
RUB2024060309,RUB,89.525515,USD,2024-06-03,1717405200
RWF2024060309,RWF,1297.626305,USD,2024-06-03,1717405200
SAR2024060309,SAR,3.750779,USD,2024-06-03,1717405200
SBD2024060309,SBD,8.489576,USD,2024-06-03,1717405200
SCR2024060309,SCR,13.650035,USD,2024-06-03,1717405200
SDG2024060309,SDG,601.0,USD,2024-06-03,1717405200
SEK2024060309,SEK,10.50936,USD,2024-06-03,1717405200
SGD2024060309,SGD,1.3511,USD,2024-06-03,1717405200
SHP2024060309,SHP,0.787104,USD,2024-06-03,1717405200
SLL2024060309,SLL,20969.5,USD,2024-06-03,1717405200
SOS2024060309,SOS,571.165838,USD,2024-06-03,1717405200
SRD2024060309,SRD,31.9385,USD,2024-06-03,1717405200
SSP2024060309,SSP,130.26,USD,2024-06-03,1717405200
STD2024060309,STD,22281.8,USD,2024-06-03,1717405200
STN2024060309,STN,22.562969,USD,2024-06-03,1717405200
SVC2024060309,SVC,8.744669,USD,2024-06-03,1717405200
SYP2024060309,SYP,2512.53,USD,2024-06-03,1717405200
SZL2024060309,SZL,18.739493,USD,2024-06-03,1717405200
THB2024060309,THB,36.85275,USD,2024-06-03,1717405200
TJS2024060309,TJS,10.718174,USD,2024-06-03,1717405200
TMT2024060309,TMT,3.5,USD,2024-06-03,1717405200
TND2024060309,TND,3.10875,USD,2024-06-03,1717405200
TOP2024060309,TOP,2.361474,USD,2024-06-03,1717405200
TRY2024060309,TRY,32.207301,USD,2024-06-03,1717405200
TTD2024060309,TTD,6.781862,USD,2024-06-03,1717405200
TWD2024060309,TWD,32.414501,USD,2024-06-03,1717405200
TZS2024060309,TZS,2605.0,USD,2024-06-03,1717405200
UAH2024060309,UAH,40.529626,USD,2024-06-03,1717405200
UGX2024060309,UGX,3805.93011,USD,2024-06-03,1717405200
USD2024060309,USD,1.0,USD,2024-06-03,1717405200
UYU2024060309,UYU,38.728685,USD,2024-06-03,1717405200
UZS2024060309,UZS,12611.335386,USD,2024-06-03,1717405200
VES2024060309,VES,36.491554,USD,2024-06-03,1717405200
VND2024060309,VND,25435.584794,USD,2024-06-03,1717405200
VUV2024060309,VUV,118.722,USD,2024-06-03,1717405200
WST2024060309,WST,2.8,USD,2024-06-03,1717405200
XAF2024060309,XAF,605.111875,USD,2024-06-03,1717405200
XAG2024060309,XAG,0.0330841,USD,2024-06-03,1717405200
XAU2024060309,XAU,0.00043003,USD,2024-06-03,1717405200
XCD2024060309,XCD,2.70255,USD,2024-06-03,1717405200
XDR2024060309,XDR,0.755198,USD,2024-06-03,1717405200
XOF2024060309,XOF,605.111875,USD,2024-06-03,1717405200
XPD2024060309,XPD,0.00111532,USD,2024-06-03,1717405200
XPF2024060309,XPF,110.081994,USD,2024-06-03,1717405200
XPT2024060309,XPT,0.00097146,USD,2024-06-03,1717405200
YER2024060309,YER,250.400036,USD,2024-06-03,1717405200
ZAR2024060309,ZAR,18.67154,USD,2024-06-03,1717405200
ZMW2024060309,ZMW,25.758288,USD,2024-06-03,1717405200
ZWL2024060309,ZWL,322.0,USD,2024-06-03,1717405200
