Primary_key,Currency,Rate,Base,Date,Timestamp
CUP2024060308,CUP,25.75,USD,2024-06-03,1717401600
CVE2024060308,CVE,101.563997,USD,2024-06-03,1717401600
CZK2024060308,CZK,22.809883,USD,2024-06-03,1717401600
DJF2024060308,DJF,177.932951,USD,2024-06-03,1717401600
DKK2024060308,DKK,6.880762,USD,2024-06-03,1717401600
DOP2024060308,DOP,59.133722,USD,2024-06-03,1717401600
DZD2024060308,DZD,134.615623,USD,2024-06-03,1717401600
EGP2024060308,EGP,47.2551,USD,2024-06-03,1717401600
ERN2024060308,ERN,15.0,USD,2024-06-03,1717401600
ETB2024060308,ETB,57.433303,USD,2024-06-03,1717401600
EUR2024060308,EUR,0.922539,USD,2024-06-03,1717401600
FJD2024060308,FJD,2.26045,USD,2024-06-03,1717401600
FKP2024060308,FKP,0.786516,USD,2024-06-03,1717401600
GBP2024060308,GBP,0.786516,USD,2024-06-03,1717401600
GEL2024060308,GEL,2.79,USD,2024-06-03,1717401600
GGP2024060308,GGP,0.786516,USD,2024-06-03,1717401600
GHS2024060308,GHS,14.740207,USD,2024-06-03,1717401600
GIP2024060308,GIP,0.786516,USD,2024-06-03,1717401600
GMD2024060308,GMD,67.775,USD,2024-06-03,1717401600
GNF2024060308,GNF,8596.37415,USD,2024-06-03,1717401600
GTQ2024060308,GTQ,7.763869,USD,2024-06-03,1717401600
GYD2024060308,GYD,209.198004,USD,2024-06-03,1717401600
HKD2024060308,HKD,7.820233,USD,2024-06-03,1717401600
HNL2024060308,HNL,24.692472,USD,2024-06-03,1717401600
HRK2024060308,HRK,6.948837,USD,2024-06-03,1717401600
HTG2024060308,HTG,132.710692,USD,2024-06-03,1717401600
HUF2024060308,HUF,360.008836,USD,2024-06-03,1717401600
IDR2024060308,IDR,16235.006082,USD,2024-06-03,1717401600
ILS2024060308,ILS,3.696629,USD,2024-06-03,1717401600
IMP2024060308,IMP,0.786516,USD,2024-06-03,1717401600
INR2024060308,INR,83.179247,USD,2024-06-03,1717401600
IQD2024060308,IQD,1309.122722,USD,2024-06-03,1717401600
IRR2024060308,IRR,42225.0,USD,2024-06-03,1717401600
ISK2024060308,ISK,137.54,USD,2024-06-03,1717401600
JEP2024060308,JEP,0.786516,USD,2024-06-03,1717401600
JMD2024060308,JMD,155.525366,USD,2024-06-03,1717401600
JOD2024060308,JOD,0.7089,USD,2024-06-03,1717401600
JPY2024060308,JPY,157.14,USD,2024-06-03,1717401600
KES2024060308,KES,130.5,USD,2024-06-03,1717401600
KGS2024060308,KGS,87.7,USD,2024-06-03,1717401600
KHR2024060308,KHR,4090.614842,USD,2024-06-03,1717401600
KMF2024060308,KMF,454.250319,USD,2024-06-03,1717401600
KPW2024060308,KPW,900.0,USD,2024-06-03,1717401600
KRW2024060308,KRW,1378.591273,USD,2024-06-03,1717401600
KWD2024060308,KWD,0.30661,USD,2024-06-03,1717401600
KYD2024060308,KYD,0.832834,USD,2024-06-03,1717401600
KZT2024060308,KZT,446.738887,USD,2024-06-03,1717401600
LAK2024060308,LAK,21471.026735,USD,2024-06-03,1717401600
LBP2024060308,LBP,89489.070014,USD,2024-06-03,1717401600
LKR2024060308,LKR,300.665838,USD,2024-06-03,1717401600
LRD2024060308,LRD,193.899976,USD,2024-06-03,1717401600
LSL2024060308,LSL,18.732236,USD,2024-06-03,1717401600
LYD2024060308,LYD,4.84853,USD,2024-06-03,1717401600
MAD2024060308,MAD,9.929536,USD,2024-06-03,1717401600
MDL2024060308,MDL,17.689816,USD,2024-06-03,1717401600
MGA2024060308,MGA,4439.663679,USD,2024-06-03,1717401600
MKD2024060308,MKD,56.772576,USD,2024-06-03,1717401600
MMK2024060308,MMK,2098.591118,USD,2024-06-03,1717401600
MNT2024060308,MNT,3450.0,USD,2024-06-03,1717401600
MOP2024060308,MOP,8.048412,USD,2024-06-03,1717401600
MRU2024060308,MRU,39.494142,USD,2024-06-03,1717401600
MUR2024060308,MUR,46.28,USD,2024-06-03,1717401600
MVR2024060308,MVR,15.4,USD,2024-06-03,1717401600
MWK2024060308,MWK,1731.731642,USD,2024-06-03,1717401600
MXN2024060308,MXN,17.198769,USD,2024-06-03,1717401600
MYR2024060308,MYR,4.707,USD,2024-06-03,1717401600
MZN2024060308,MZN,63.850001,USD,2024-06-03,1717401600
NAD2024060308,NAD,18.732236,USD,2024-06-03,1717401600
NGN2024060308,NGN,1505.0,USD,2024-06-03,1717401600
NIO2024060308,NIO,36.788342,USD,2024-06-03,1717401600
NOK2024060308,NOK,10.492012,USD,2024-06-03,1717401600
NPR2024060308,NPR,133.469047,USD,2024-06-03,1717401600
NZD2024060308,NZD,1.629955,USD,2024-06-03,1717401600
OMR2024060308,OMR,0.38497,USD,2024-06-03,1717401600
PAB2024060308,PAB,1.0,USD,2024-06-03,1717401600
PEN2024060308,PEN,3.748619,USD,2024-06-03,1717401600
PGK2024060308,PGK,3.834784,USD,2024-06-03,1717401600
PHP2024060308,PHP,58.69517,USD,2024-06-03,1717401600
PKR2024060308,PKR,278.119279,USD,2024-06-03,1717401600
PLN2024060308,PLN,3.948237,USD,2024-06-03,1717401600
PYG2024060308,PYG,7533.660709,USD,2024-06-03,1717401600
QAR2024060308,QAR,3.646412,USD,2024-06-03,1717401600
RON2024060308,RON,4.5905,USD,2024-06-03,1717401600
RSD2024060308,RSD,108.03,USD,2024-06-03,1717401600
RUB2024060308,RUB,89.686099,USD,2024-06-03,1717401600
RWF2024060308,RWF,1297.626305,USD,2024-06-03,1717401600
SAR2024060308,SAR,3.750732,USD,2024-06-03,1717401600
SBD2024060308,SBD,8.489576,USD,2024-06-03,1717401600
SCR2024060308,SCR,13.650426,USD,2024-06-03,1717401600
SDG2024060308,SDG,601.0,USD,2024-06-03,1717401600
SEK2024060308,SEK,10.51428,USD,2024-06-03,1717401600
SGD2024060308,SGD,1.35185,USD,2024-06-03,1717401600
SHP2024060308,SHP,0.786516,USD,2024-06-03,1717401600
SLL2024060308,SLL,20969.5,USD,2024-06-03,1717401600
SOS2024060308,SOS,571.165838,USD,2024-06-03,1717401600
SRD2024060308,SRD,31.9385,USD,2024-06-03,1717401600
SSP2024060308,SSP,130.26,USD,2024-06-03,1717401600
STD2024060308,STD,22281.8,USD,2024-06-03,1717401600
STN2024060308,STN,22.562969,USD,2024-06-03,1717401600
SVC2024060308,SVC,8.744669,USD,2024-06-03,1717401600
SYP2024060308,SYP,2512.53,USD,2024-06-03,1717401600
SZL2024060308,SZL,18.739493,USD,2024-06-03,1717401600
THB2024060308,THB,36.91,USD,2024-06-03,1717401600
TJS2024060308,TJS,10.718174,USD,2024-06-03,1717401600
TMT2024060308,TMT,3.5,USD,2024-06-03,1717401600
TND2024060308,TND,3.10875,USD,2024-06-03,1717401600
TOP2024060308,TOP,2.361474,USD,2024-06-03,1717401600
TRY2024060308,TRY,32.245915,USD,2024-06-03,1717401600
TTD2024060308,TTD,6.781862,USD,2024-06-03,1717401600
TWD2024060308,TWD,32.412601,USD,2024-06-03,1717401600
TZS2024060308,TZS,2605.0,USD,2024-06-03,1717401600
UAH2024060308,UAH,40.529626,USD,2024-06-03,1717401600
UGX2024060308,UGX,3805.93011,USD,2024-06-03,1717401600
USD2024060308,USD,1.0,USD,2024-06-03,1717401600
UYU2024060308,UYU,38.728685,USD,2024-06-03,1717401600
UZS2024060308,UZS,12611.335386,USD,2024-06-03,1717401600
VES2024060308,VES,36.491554,USD,2024-06-03,1717401600
VND2024060308,VND,25422.651993,USD,2024-06-03,1717401600
VUV2024060308,VUV,118.722,USD,2024-06-03,1717401600
WST2024060308,WST,2.8,USD,2024-06-03,1717401600
XAF2024060308,XAF,605.146178,USD,2024-06-03,1717401600
XAG2024060308,XAG,0.03306228,USD,2024-06-03,1717401600
XAU2024060308,XAU,0.00042991,USD,2024-06-03,1717401600
XCD2024060308,XCD,2.70255,USD,2024-06-03,1717401600
XDR2024060308,XDR,0.755198,USD,2024-06-03,1717401600
XOF2024060308,XOF,605.146178,USD,2024-06-03,1717401600
XPD2024060308,XPD,0.00111418,USD,2024-06-03,1717401600
XPF2024060308,XPF,110.088234,USD,2024-06-03,1717401600
XPT2024060308,XPT,0.00097091,USD,2024-06-03,1717401600
YER2024060308,YER,250.400036,USD,2024-06-03,1717401600
ZAR2024060308,ZAR,18.80105,USD,2024-06-03,1717401600
ZMW2024060308,ZMW,25.758288,USD,2024-06-03,1717401600
ZWL2024060308,ZWL,322.0,USD,2024-06-03,1717401600
