Primary_key,Currency,Rate,Base,Date,Timestamp,Rate_Checker
KMF2024060715,KMF,452.450119,USD,2024-06-07,1717772400,KMF202406071545245
KPW2024060715,KPW,900.0,USD,2024-06-07,1717772400,KPW20240607159000
KRW2024060715,KRW,1378.704081,USD,2024-06-07,1717772400,KRW202406071513787
KWD2024060715,KWD,0.306623,USD,2024-06-07,1717772400,KWD202406071503066
KYD2024060715,KYD,0.83328,USD,2024-06-07,1717772400,KYD202406071508332
KZT2024060715,KZT,447.596376,USD,2024-06-07,1717772400,KZT202406071544759
LAK2024060715,LAK,21568.279556,USD,2024-06-07,1717772400,LAK202406071521568
LBP2024060715,LBP,89554.748635,USD,2024-06-07,1717772400,LBP202406071589554
LKR2024060715,LKR,302.665134,USD,2024-06-07,1717772400,LKR202406071530266
LRD2024060715,LRD,193.950039,USD,2024-06-07,1717772400,LRD202406071519395
LSL2024060715,LSL,18.91031,USD,2024-06-07,1717772400,LSL202406071518910
LYD2024060715,LYD,4.8346,USD,2024-06-07,1717772400,LYD202406071548346
MAD2024060715,MAD,9.9125,USD,2024-06-07,1717772400,MAD202406071599125
MDL2024060715,MDL,17.550109,USD,2024-06-07,1717772400,MDL202406071517550
MGA2024060715,MGA,4429.95703,USD,2024-06-07,1717772400,MGA202406071544299
MKD2024060715,MKD,56.917334,USD,2024-06-07,1717772400,MKD202406071556917
MMK2024060715,MMK,2101.212378,USD,2024-06-07,1717772400,MMK202406071521012
MNT2024060715,MNT,3450.0,USD,2024-06-07,1717772400,MNT202406071534500
MOP2024060715,MOP,8.043069,USD,2024-06-07,1717772400,MOP202406071580430
MRU2024060715,MRU,39.394871,USD,2024-06-07,1717772400,MRU202406071539394
MUR2024060715,MUR,45.79,USD,2024-06-07,1717772400,MUR20240607154579
MVR2024060715,MVR,15.4,USD,2024-06-07,1717772400,MVR2024060715154
MWK2024060715,MWK,1733.647866,USD,2024-06-07,1717772400,MWK202406071517336
MXN2024060715,MXN,18.307608,USD,2024-06-07,1717772400,MXN202406071518307
MYR2024060715,MYR,4.691,USD,2024-06-07,1717772400,MYR20240607154691
MZN2024060715,MZN,63.92499,USD,2024-06-07,1717772400,MZN202406071563924
NAD2024060715,NAD,18.91031,USD,2024-06-07,1717772400,NAD202406071518910
NGN2024060715,NGN,1471.22,USD,2024-06-07,1717772400,NGN202406071514712
NIO2024060715,NIO,36.803561,USD,2024-06-07,1717772400,NIO202406071536803
NOK2024060715,NOK,10.682954,USD,2024-06-07,1717772400,NOK202406071510682
NPR2024060715,NPR,133.468935,USD,2024-06-07,1717772400,NPR202406071513346
NZD2024060715,NZD,1.634265,USD,2024-06-07,1717772400,NZD202406071516342
OMR2024060715,OMR,0.384961,USD,2024-06-07,1717772400,OMR202406071503849
PAB2024060715,PAB,1.0,USD,2024-06-07,1717772400,PAB202406071510
PEN2024060715,PEN,3.758408,USD,2024-06-07,1717772400,PEN202406071537584
PGK2024060715,PGK,3.839214,USD,2024-06-07,1717772400,PGK202406071538392
PHP2024060715,PHP,58.745501,USD,2024-06-07,1717772400,PHP202406071558745
PKR2024060715,PKR,278.061663,USD,2024-06-07,1717772400,PKR202406071527806
PLN2024060715,PLN,3.988217,USD,2024-06-07,1717772400,PLN202406071539882
PYG2024060715,PYG,7530.59192,USD,2024-06-07,1717772400,PYG202406071575305
QAR2024060715,QAR,3.647207,USD,2024-06-07,1717772400,QAR202406071536472
RON2024060715,RON,4.6019,USD,2024-06-07,1717772400,RON202406071546019
RSD2024060715,RSD,108.289,USD,2024-06-07,1717772400,RSD202406071510828
RUB2024060715,RUB,89.049998,USD,2024-06-07,1717772400,RUB202406071589049
RWF2024060715,RWF,1300.246022,USD,2024-06-07,1717772400,RWF202406071513002
SAR2024060715,SAR,3.750399,USD,2024-06-07,1717772400,SAR202406071537503
SBD2024060715,SBD,8.482503,USD,2024-06-07,1717772400,SBD202406071584825
SCR2024060715,SCR,13.731555,USD,2024-06-07,1717772400,SCR202406071513731
SDG2024060715,SDG,586.0,USD,2024-06-07,1717772400,SDG20240607155860
SEK2024060715,SEK,10.528934,USD,2024-06-07,1717772400,SEK202406071510528
SGD2024060715,SGD,1.351172,USD,2024-06-07,1717772400,SGD202406071513511
SHP2024060715,SHP,0.78603,USD,2024-06-07,1717772400,SHP202406071507860
SLL2024060715,SLL,20969.5,USD,2024-06-07,1717772400,SLL202406071520969
SOS2024060715,SOS,571.42857,USD,2024-06-07,1717772400,SOS202406071557142
SRD2024060715,SRD,31.7645,USD,2024-06-07,1717772400,SRD202406071531764
SSP2024060715,SSP,130.26,USD,2024-06-07,1717772400,SSP202406071513026
STD2024060715,STD,22281.8,USD,2024-06-07,1717772400,STD202406071522281
STN2024060715,STN,22.498737,USD,2024-06-07,1717772400,STN202406071522498
SVC2024060715,SVC,8.74911,USD,2024-06-07,1717772400,SVC202406071587491
SYP2024060715,SYP,2512.53,USD,2024-06-07,1717772400,SYP202406071525125
SZL2024060715,SZL,18.905903,USD,2024-06-07,1717772400,SZL202406071518905
THB2024060715,THB,36.7865,USD,2024-06-07,1717772400,THB202406071536786
TJS2024060715,TJS,10.733448,USD,2024-06-07,1717772400,TJS202406071510733
TMT2024060715,TMT,3.51,USD,2024-06-07,1717772400,TMT2024060715351
TND2024060715,TND,3.10175,USD,2024-06-07,1717772400,TND202406071531017
TOP2024060715,TOP,2.352606,USD,2024-06-07,1717772400,TOP202406071523526
TRY2024060715,TRY,32.343138,USD,2024-06-07,1717772400,TRY202406071532343
TTD2024060715,TTD,6.768906,USD,2024-06-07,1717772400,TTD202406071567689
TWD2024060715,TWD,32.431,USD,2024-06-07,1717772400,TWD202406071532431
TZS2024060715,TZS,2615.0,USD,2024-06-07,1717772400,TZS202406071526150
UAH2024060715,UAH,40.205873,USD,2024-06-07,1717772400,UAH202406071540205
UGX2024060715,UGX,3789.625102,USD,2024-06-07,1717772400,UGX202406071537896
USD2024060715,USD,1.0,USD,2024-06-07,1717772400,USD202406071510
UYU2024060715,UYU,38.841331,USD,2024-06-07,1717772400,UYU202406071538841
UZS2024060715,UZS,12658.210314,USD,2024-06-07,1717772400,UZS202406071512658
VES2024060715,VES,36.440323,USD,2024-06-07,1717772400,VES202406071536440
VND2024060715,VND,25409.735619,USD,2024-06-07,1717772400,VND202406071525409
VUV2024060715,VUV,118.722,USD,2024-06-07,1717772400,VUV202406071511872
WST2024060715,WST,2.8,USD,2024-06-07,1717772400,WST202406071528
XAF2024060715,XAF,606.666873,USD,2024-06-07,1717772400,XAF202406071560666
XAG2024060715,XAG,0.03377329,USD,2024-06-07,1717772400,XAG202406071500337
XAU2024060715,XAU,0.00043228,USD,2024-06-07,1717772400,XAU202406071500004
XCD2024060715,XCD,2.70255,USD,2024-06-07,1717772400,XCD202406071527025
XDR2024060715,XDR,0.755538,USD,2024-06-07,1717772400,XDR202406071507555
XOF2024060715,XOF,606.666873,USD,2024-06-07,1717772400,XOF202406071560666
XPD2024060715,XPD,0.00110743,USD,2024-06-07,1717772400,XPD202406071500011
XPF2024060715,XPF,110.364879,USD,2024-06-07,1717772400,XPF202406071511036
XPT2024060715,XPT,0.00102675,USD,2024-06-07,1717772400,XPT202406071500010
YER2024060715,YER,250.425029,USD,2024-06-07,1717772400,YER202406071525042
ZAR2024060715,ZAR,18.889997,USD,2024-06-07,1717772400,ZAR202406071518889
ZMW2024060715,ZMW,26.373111,USD,2024-06-07,1717772400,ZMW202406071526373
ZWL2024060715,ZWL,322.0,USD,2024-06-07,1717772400,ZWL20240607153220
